1.5,8890
26,5800
26,1306
3.1,3854
4.2,3307
9.2,5792
9.2,4989
9.2,5031
9.2,866
9.2,806
5.4,3230
1.5,3688
4.8,4316
4.8,283
4.8,412
4.8,185
1.3,5101
1.3,949
1.3,1367
1.3,5658
0.6,2981
0.8,2981
13.6,3261
13.6,1066
13.6,1915
13.6,121
4.5,5573
4.5,257
4.5,243
4.5,286
4.5,62
2,3220
2,3220
0.5,4000
0.5,4000
0.1,3000
0.1,3000
0.5,4000
